"id","title","citation_part","language_tag","author","code","electronic_text_original_url","printed_text_date"
1,"The Peloponnesian War","Thuc.","grc","Thucydides","tlg0003.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0003.tlg001","5th c. BC"
2,"Lives of Eminent Philosophers","D. L.","grc","Diogenes Laertius","tlg0004.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0004.tlg001","3rd c."
3,"Idylls","Theoc.","grc","Theocritus","tlg0005.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0005.tlg001","3rd c. BC"
4,"Cyclops","Eur. Cycl.","grc","Euripides","tlg0006.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg001","5th c. BC"
5,"Alcestis","Eur. Alc.","grc","Euripides","tlg0006.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg002","5th c. BC"
6,"Medea","Eur. Med.","grc","Euripides","tlg0006.tlg003","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg003","5th c. BC"
7,"Heracleidae","Eur. Heraclid.","grc","Euripides","tlg0006.tlg004","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg004","5th c. BC"
8,"Hippolytus","Eur. Hipp.","grc","Euripides","tlg0006.tlg005","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg005","5th c. BC"
9,"Andromache","Eur. Andr.","grc","Euripides","tlg0006.tlg006","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg006","5th c. BC"
10,"Hecuba","Eur. Hec.","grc","Euripides","tlg0006.tlg007","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg007","5th c. BC"
11,"Suppliants","Eur. Supp.","grc","Euripides","tlg0006.tlg008","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg008","5th c. BC"
12,"Heracles","Eur. Her.","grc","Euripides","tlg0006.tlg009","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg009","5th c. BC"
13,"Ion","Eur. Ion","grc","Euripides","tlg0006.tlg010","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg010","5th c. BC"
14,"The Trojan Women","Eur. Tro.","grc","Euripides","tlg0006.tlg011","http://data.perseus.org/citations/urn:cts:greekLit:tlg0006.tlg011","5th c. BC"
15,"Electra","Eur. El.","grc","Euripides","tlg0006.tlg012","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg012","5th c. BC"
16,"Iphigenia in Tauris","Eur. IT","grc","Euripides","tlg0006.tlg013","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg013","5th c. BC"
17,"Helen","Eur. Hel.","grc","Euripides","tlg0006.tlg014","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg014","5th c. BC"
18,"Phoenissae","Eur. Phoen.","grc","Euripides","tlg0006.tlg015","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg015","5th c. BC"
19,"Orestes","Eur. Orest.","grc","Euripides","tlg0006.tlg016","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg016","5th c. BC"
20,"Bacchae","Eur. Ba.","grc","Euripides","tlg0006.tlg017","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg017","5th c. BC"
21,"Iphigenia in Aulis","Eur. IA","grc","Euripides","tlg0006.tlg018","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg018","5th c. BC"
22,"Rhesus","Eur. Rh.","grc","Euripides","tlg0006.tlg019","http://data.perseus.org/texts/urn:cts:greekLit:tlg0006.tlg019","5th c. BC"
23,"Fragmenta","Eur. Fr.","grc","Euripides","tlg0006.tlg020","http://www.archive.org/stream/tragicorumgraec00nauc#page/288/mode/2up","5th c. BC"
24,"Romulus","Plut. Rom.","grc","Plutarch","tlg0007.tlg002","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg002.perseus-grc1:2.5","c. 1-c.199"
25,"Lycurgus","Plut. Lyc.","grc","Plutarch","tlg0007.tlg004","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg004","c. 1-c.199"
26,"Solon","Plut. Sol.","grc","Plutarch","tlg0007.tlg007","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg007","c. 1-c.199"
27,"Publicola","Plut. Publ.","grc","Plutarch","tlg0007.tlg008","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg008","c. 1-c.199"
28,"Themistocles","Plut. Them.","grc","Plutarch","tlg0007.tlg010","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg010","c. 1-c.199"
29,"Pericles","Plut. Per.","grc","Plutarch","tlg0007.tlg012","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg012","c. 1-c.199"
30,"Caius Marcius Coriolanus","Plut. Cor.","grc","Plutarch","tlg0007.tlg016","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg016","c. 1-c.199"
31,"Pelopidas","Plut. Pel.","grc","Plutarch","tlg0007.tlg021","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg021","c. 1-c.199"
32,"Aristides","Plut. Arist.","grc","Plutarch","tlg0007.tlg024","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg024","c. 1-c.199"
33,"Comparison of Aristides with Marcus Cato","Plut. Comp. Aristid. Cat.","grc","Plutarch","tlg0007.tlg026","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg026","c. 1-c.199"
34,"Pyrrhus","Plut. Pyrrh.","grc","Plutarch","tlg0007.tlg030","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg030.perseus-grc1:16.6","c. 1-c.199"
35,"Caius Marius","Plut. Mar.","grc","Plutarch","tlg0007.tlg031","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg031","c. 1-c.199"
36,"Lysander","Plut. Lys.","grc","Plutarch","tlg0007.tlg032","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg032","c. 1-c.199"
37,"Cimon","Plut. Cim.","grc","Plutarch","tlg0007.tlg035","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg035","c. 1-c.199"
38,"Lucullus","Plut. Luc.","grc","Plutarch","tlg0007.tlg036","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg036.perseus-grc1:25.1","c. 1-c.199"
39,"Comparison of Lucullus and Cimon","Plut. Comp. Cim. Luc.","grc","Plutarch","tlg0007.tlg037","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg037.perseus-grc1:3.6","c. 1-c.199"
40,"Eumenes","Plut. Eum.","grc","Plutarch","tlg0007.tlg041","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg041","c. 1-c.199"
41,"Pompey","Plut. Pomp.","grc","Plutarch","tlg0007.tlg045","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg045.perseus-grc1:19.6","c. 1-c.199"
42,"Alexander","Plut. Alex.","grc","Plutarch","tlg0007.tlg047","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg047","c. 1-c.199"
43,"Cato the Younger","Plut. Cat. Mi.","grc","Plutarch","tlg0007.tlg050","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg035","c. 1-c.199"
44,"Demosthenes","Plut. Dem.","grc","Plutarch","tlg0007.tlg054","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg054","c. 1-c.199"
45,"Cicero","Plut. Cic.","grc","Plutarch","tlg0007.tlg055","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg055","c. 1-c.199"
46,"Antony","Plut. Ant.","grc","Plutarch","tlg0007.tlg058","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg058","c. 1-c.199"
47,"Dion","Plut. Dio","grc","Plutarch","tlg0007.tlg060","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg060","c. 1-c.199"
48,"Brutus","Plut. Brut.","grc","Plutarch","tlg0007.tlg061","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg061.perseus-grc1:41.1","c. 1-c.199"
49,"Aratus","Plut. Arat.","grc","Plutarch","tlg0007.tlg063","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg063","c. 1-c.199"
50,"Artaxerxes","Plut. Art.","grc","Plutarch","tlg0007.tlg064","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg064","c. 1-c.199"
51,"Otho","Plut. Oth.","grc","Plutarch","tlg0007.tlg066","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg066.perseus-grc1:16.2","c. 1-c.199"
52,"De liberis educandis","Plut. De Lib.","grc","Plutarch","tlg0007.tlg067","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg067","c. 1-c.199"
53,"De Recta Ratione Audiendi ","Plut. De Recta","grc","Plutarch","tlg0007.tlg069","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg069.perseus-grc1:38b","c. 1-c.199"
54,"Quomodo adulator ab amico internoscatur","Plut. Adulator","grc","Plutarch","tlg0007.tlg070","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg070","c. 1-c.199"
55,"De tuenda sanitate praecepta","Plut. De Tuenda","grc","Plutarch","tlg0007.tlg077","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg077.perseus-grc1:135e","c. 1-c.199"
56,"Septem sapientium convivium","Plut. Septem.","grc","Plutarch","tlg0007.tlg079","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg079","c. 1-c.199"
57,"Parallela minora [Sp.]","Plut. Para.","grc","Plutarch","tlg0007.tlg085","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg085.perseus-grc2:305c","c. 1-c.199"
58,"De Pythiae oraculis","Plut. De Pyth.","grc","Plutarch","tlg0007.tlg091","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg091.perseus-grc1:397f","c. 1-c.199"
59,"De defectu oraculorum","Plut. De Defect.","grc","Plutarch","tlg0007.tlg092","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg092","c. 1-c.199"
60,"De virtute morali","Plut. De Virt. Mor.","grc","Plutarch","tlg0007.tlg094","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg094","c. 1-c.199"
61,"De tranquilitate animi","Plut. De Tranq.","grc","Plutarch","tlg0007.tlg096","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg096","c. 1-c.199"
62,"Animine an corporis affectiones sint peiores","Plut. Animine","grc","Plutarch","tlg0007.tlg100","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg100.perseus-grc1:2","c. 1-c.199"
63,"De exilio","Plut. De Exilio","grc","Plutarch","tlg0007.tlg110","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg110.perseus-grc1:606b","c. 1-c.199"
64,"Quaestiones Convivales","Plut. Quaes. Conv.","grc","Plutarch","tlg0007.tlg112","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg112","c. 1-c.199"
65,"Amatoriae narrationes [Sp.]","Plut. Amatoriae","grc","Plutarch","tlg0007.tlg114","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg114","c. 1-c.199"
66,"An seni respublica gerenda sit","Plut. An Seni","grc","Plutarch","tlg0007.tlg117","http://data.perseus.org/citations/urn:cts:greekLit:tlg0007.tlg117.perseus-grc1:787d","c. 1-c.199"
67,"De Herodoti malignitate","Plut. De Herod.","grc","Plutarch","tlg0007.tlg123","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg123","c. 1-c.199"
68,"De faciae quae in orbe lunae apparet","Plut. De Faciae","grc","Plutarch","tlg0007.tlg126","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg126","c. 1-c.199"
69,"De sollertia animalium","Plut. De Soll.","grc","Plutarch","tlg0007.tlg129","http://data.perseus.org/texts/urn:cts:greekLit:tlg0007.tlg129","c. 1-c.199"
70,"Fragmenta","Plut. Fr.","grc","Plutarch","tlg0007.tlg145","http://stephanus.tlg.uci.edu/Iris/Cite?0007:145:105572","c. 1-c.199"
71,"Deipnosophistae","Ath.","grc","Athenaeus","tlg0008.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0008.tlg001.perseus-grc1","3rd c."
72,"Deipnosophistae (epitome)","Ath. Epit.","grc","Athenaeus","tlg0008.tlg003","http://stephanus.tlg.uci.edu/Iris/Cite?0008:003:906881","3rd c."
73,"Against Callimachus","Isoc. 18","grc","Isocrates","tlg0010.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg002","4th c. BC"
74,"On the team of horses","Isoc. 16","grc","Isocrates","tlg0010.tlg004","http://data.perseus.org/citations/urn:cts:greekLit:tlg0010.tlg004.perseus-grc1:9","4th c. BC"
75,"Trapeziticus","Isoc. 17","grc","Isocrates","tlg0010.tlg005","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg005","4th c. BC"
76,"Aegineticus","Isoc. 19","grc","Isocrates","tlg0010.tlg006","http://data.perseus.org/citations/urn:cts:greekLit:tlg0010.tlg006.perseus-grc1:24","4th c. BC"
77,"To Demonicus","Isoc. 1","grc","Isocrates","tlg0010.tlg007","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg007","4th c. BC"
78,"Against the Sophists","Isoc. 13","grc","Isocrates","tlg0010.tlg008","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg008","4th c. BC"
79,"Helen","Isoc. 10","grc","Isocrates","tlg0010.tlg009","http://data.perseus.org/citations/urn:cts:greekLit:tlg0010.tlg009.perseus-grc1:65","4th c. BC"
80,"Panegyricus","Isoc. 4","grc","Isocrates","tlg0010.tlg011","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg011","4th c. BC"
81,"Plataicus","Isoc. 14","grc","Isocrates","tlg0010.tlg012","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg012","4th c. BC"
82,"To Nicocles","Isoc. 2","grc","Isocrates","tlg0010.tlg013","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg013","4th c. BC"
83,"Nicocles or the Cyprians","Isoc. 3","grc","Isocrates","tlg0010.tlg014","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg014","4th c. BC"
84,"Archidamus","Isoc. 6","grc","Isocrates","tlg0010.tlg016","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg016","4th c. BC"
85,"On the Peace","Isoc. 8","grc","Isocrates","tlg0010.tlg017","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg017","4th c. BC"
86,"Areopagiticus","Isoc. 7","grc","Isocrates","tlg0010.tlg018","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg018","4th c. BC"
87,"Antidosis","Isoc. 15","grc","Isocrates","tlg0010.tlg019","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg019","4th c. BC"
88,"Panathenaicus","Isoc. 12","grc","Isocrates","tlg0010.tlg021","http://data.perseus.org/texts/urn:cts:greekLit:tlg0010.tlg021","4th c. BC"
89,"Ad Dionysium","Isoc. L. 1","grc","Isocrates","tlg0010.tlg022","http://data.perseus.org/citations/urn:cts:greekLit:tlg0010.tlg022.perseus-grc1:5","4th c. BC"
90,"Ad Philippum","Isoc. L. 2","grc","Isocrates","tlg0010.tlg027","http://data.perseus.org/citations/urn:cts:greekLit:tlg0010.tlg027.perseus-grc1:12","4th c. BC"
91,"Trachiniae","Soph. Trach.","grc","Sophocles","tlg0011.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg001","5th c. BC"
92,"Antigone","Soph. Ant.","grc","Sophocles","tlg0011.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg002","5th c. BC"
93,"Ajax","Soph. Aj.","grc","Sophocles","tlg0011.tlg003","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg003","5th c. BC"
94,"Oedipus Tyrannus ","Soph. OT","grc","Sophocles","tlg0011.tlg004","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg004","5th c. BC"
95,"Electra","Soph. El.","grc","Sophocles","tlg0011.tlg005","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg005","5th c. BC"
96,"Philoctetes","Soph. Phil.","grc","Sophocles","tlg0011.tlg006","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg006","5th c. BC"
97,"Oedipus at Colonus","Soph. OC","grc","Sophocles","tlg0011.tlg007","http://data.perseus.org/texts/urn:cts:greekLit:tlg0011.tlg007","5th c. BC"
98,"Fragmenta","Soph. Fr.","grc","Sophocles","tlg0011.tlg008","http://stephanus.tlg.uci.edu/Iris/Cite?0011:008","5th c. BC"
99,"Iliad","Hom. Il.","grc","Homer","tlg0012.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0012.tlg001","8th c. BC"
100,"Odyssey","Hom. Od.","grc","Homer","tlg0012.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0012.tlg002","8th c. BC"
101,"Hymn 4 to Hermes","HH 4","grc","Homeric Hymns","tlg0013.tlg004","http://data.perseus.org/texts/urn:cts:greekLit:tlg0013.tlg004","6th c. BC"
102,"Olynthiac 1","Dem. 1","grc","Demosthenes","tlg0014.tlg001","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg001","4th c. BC"
103,"Olynthiac 2","Dem. 2","grc","Demosthenes","tlg0014.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg002","4th c. BC"
104,"Olynthiac 3","Dem. 3","grc","Demosthenes","tlg0014.tlg003","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg003","4th c. BC"
105,"Philippic 1","Dem. 4","grc","Demosthenes","tlg0014.tlg004","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg004","4th c. BC"
106,"On the Peace","Dem. 5","grc","Demosthenes","tlg0014.tlg005","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg005.perseus-grc1:25","4th c. BC"
107,"On the Chersonese ","Dem. 8","grc","Demosthenes","tlg0014.tlg008","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg008","4th c. BC"
108,"Philippic 3","Dem. 9","grc","Demosthenes","tlg0014.tlg009","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg009","4th c. BC"
109,"Philippic 4 [Sp.]","Dem. 10","grc","Demosthenes","tlg0014.tlg010","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg010","4th c. BC"
110,"Philip","Dem. 12","grc","Demosthenes","tlg0014.tlg012","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg012.perseus-grc1:13","4th c. BC"
111,"On Organization [Sp.]","Dem. 13","grc","Demosthenes","tlg0014.tlg013","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg013.perseus-grc1:4","4th c. BC"
112,"On the Liberty of the Rhodians","Dem. 15","grc","Demosthenes","tlg0014.tlg015","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg015","4th c. BC"
113,"On the Accession of Alexander [Sp.]","Dem. 17","grc","Demosthenes","tlg0014.tlg017","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg017","4th c. BC"
114,"On the Crown","Dem. 18","grc","Demosthenes","tlg0014.tlg018","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg018","4th c. BC"
115,"On the False Embassy","Dem. 19","grc","Demosthenes","tlg0014.tlg019","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg019","4th c. BC"
116,"Against Midias","Dem. 21","grc","Demosthenes","tlg0014.tlg021","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg021","4th c. BC"
117,"Against Aristocrates","Dem. 23","grc","Demosthenes","tlg0014.tlg023","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg023","4th c. BC"
118,"Against Timocrates ","Dem. 24","grc","Demosthenes","tlg0014.tlg024","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg024","4th c. BC"
119,"Against Aristogiton 1","Dem. 25","grc","Demosthenes","tlg0014.tlg025","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg025","4th c. BC"
120,"Against Aristogiton 2","Dem. 26","grc","Demosthenes","tlg0014.tlg026","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg026","4th c. BC"
121,"Against Aphobus 1","Dem. 27","grc","Demosthenes","tlg0014.tlg027","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg027","4th c. BC"
122,"Against Aphobus 2","Dem. 28","grc","Demosthenes","tlg0014.tlg028","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg028","4th c. BC"
123,"Against Aphobus","Dem. 29","grc","Demosthenes","tlg0014.tlg029","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg029","4th c. BC"
124,"Against Onetor 1","Dem. 30","grc","Demosthenes","tlg0014.tlg030","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg030","4th c. BC"
125,"Against Zenothemis","Dem. 32","grc","Demosthenes","tlg0014.tlg032","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg032","4th c. BC"
126,"Against Apatourius [Sp.]","Dem. 33","grc","Demosthenes","tlg0014.tlg033","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg033","4th c. BC"
127,"Against Lacritus [Sp.]","Dem. 35","grc","Demosthenes","tlg0014.tlg035","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg035","4th c. BC"
128,"Against Pantaenetus","Dem. 37","grc","Demosthenes","tlg0014.tlg037","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg037","4th c. BC"
129,"Against Boeotus 2 [Sp.]","Dem. 40","grc","Demosthenes","tlg0014.tlg040","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg040","4th c. BC"
130,"Against Macartatus [Sp.]","Dem. 43","grc","Demosthenes","tlg0014.tlg043","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg043.perseus-grc1:59","4th c. BC"
131,"Against Leochares [Sp.]","Dem. 44","grc","Demosthenes","tlg0014.tlg044","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg044","4th c. BC"
132,"Against Stephanus 1","Dem. 45","grc","Demosthenes","tlg0014.tlg045","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg045","4th c. BC"
133,"Against Evergus and Mnesibulus [Sp.]","Dem. 47","grc","Demosthenes","tlg0014.tlg047","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg047","4th c. BC"
134,"Against Timotheus [Sp.]","Dem. 49","grc","Demosthenes","tlg0014.tlg049","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg049","4th c. BC"
135,"Against Polycles [Sp.]","Dem. 50","grc","Demosthenes","tlg0014.tlg050","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg050","4th c. BC"
136,"Against Nicostratus","Dem. 53","grc","Demosthenes","tlg0014.tlg053","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg053","4th c. BC"
137,"Against Callicles","Dem. 55","grc","Demosthenes","tlg0014.tlg055","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg055.perseus-grc1:31","4th c. BC"
138,"Against Theocrines [Sp.]","Dem. 58","grc","Demosthenes","tlg0014.tlg058","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg058","4th c. BC"
139,"Against Neaera [Sp.]","Dem. 59","grc","Demosthenes","tlg0014.tlg059","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg059","4th c. BC"
140,"Funeral Speech","Dem. 60","grc","Demosthenes","tlg0014.tlg060","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg060","4th c. BC"
141,"Exordia","Dem. Ex.","grc","Demosthenes","tlg0014.tlg062","http://data.perseus.org/citations/urn:cts:greekLit:tlg0014.tlg062","4th c. BC"
142,"Letters","Dem. L.","grc","Demosthenes","tlg0014.tlg063","http://data.perseus.org/texts/urn:cts:greekLit:tlg0014.tlg063","4th c. BC"
143,"Ab excessu divi Marci","Hdn.","grc","Herodianus","tlg0015.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?0015:001","3rd c."
144,"The Histories","Hdt.","grc","Herodotus","tlg0016.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0016.tlg001","5th c. BC"
145,"Cleonymus","Isaeus 1","grc","Isaeus","tlg0017.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg001","4th c. BC"
146,"Menecles","Isaeus 2","grc","Isaeus","tlg0017.tlg002","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg002","4th c. BC"
147,"Pyrrhus","Isaeus 3","grc","Isaeus","tlg0017.tlg003","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg003","4th c. BC"
148,"Nicostratus","Isaeus 4","grc","Isaeus","tlg0017.tlg004","http://data.perseus.org/citations/urn:cts:greekLit:tlg0017.tlg004","4th c. BC"
149,"Dicaeogenes","Isaeus 5","grc","Isaeus","tlg0017.tlg005","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg005","4th c. BC"
150,"Philoctemon","Isaeus 6","grc","Isaeus","tlg0017.tlg006","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg006","4th c. BC"
151,"Apollodorus","Isaeus 7","grc","Isaeus","tlg0017.tlg007","http://data.perseus.org/texts/urn:cts:greekLit:tlg0017.tlg007","4th c. BC"
152,"Ciron","Isaeus 8","grc","Isaeus","tlg0017.tlg008","http://data.perseus.org/citations/urn:cts:greekLit:tlg0017.tlg008.perseus-grc1:39","4th c. BC"
153,"Fragmenta","Isaeus Fr.","grc","Isaeus","tlg0017.tlg013","http://stephanus.tlg.uci.edu/Iris/Cite?0017:013:2347","4th c. BC"
154,"De opificio mundi","Phil. Op. Mund.","grc","Philo Judaeus","tlg0018.tlg001","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n123/mode/2up","1st c."
155,"Legum allegoriarum libri i-iii","Phil. Leg. Alleg.","grc","Philo Judaeus","tlg0018.tlg002","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n183/mode/2up","1st c."
156,"De cherubim","Phil. Cher.","grc","Philo Judaeus","tlg0018.tlg003","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n293/mode/2up","1st c."
157,"De sacrificiis Abelis et Caini","Phil. Ab. Cain.","grc","Philo Judaeus","tlg0018.tlg004","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n331/mode/2up","1st c."
158,"Quod deterius potiori insidiari soleat","Phil. Deter.","grc","Philo Judaeus","tlg0018.tlg005","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n391/mode/2up","1st c."
159,"De gigantibus","Phil. Gigant.","grc","Philo Judaeus","tlg0018.tlg007","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n507/mode/2up","1st c."
160,"De ebrietate","Phil. Ebr.","grc","Philo Judaeus","tlg0018.tlg011","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n635/mode/2up","1st c."
161,"De sobrietate","Phil. Sobr.","grc","Philo Judaeus","tlg0018.tlg012","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n685/mode/2up","1st c."
162,"De confusione linguarum","Phil. Conf. Ling.","grc","Philo Judaeus","tlg0018.tlg013","http://www.archive.org/stream/philonisalexandr0103philuoft#page/n721/mode/2up","1st c."
163,"Quis rerum divinarum heres sit","Phil. Heres","grc","Philo Judaeus","tlg0018.tlg015","http://stephanus.tlg.uci.edu/Iris/Cite?0018:015:67975","1st c."
